name,url,bedrooms,bathrooms,floors,land_area,building_area,longitude,latitude,price
Rumah Sewa komp Grand Sharon Siap Huni dekat Margahayu Metro Trade Mal,https://www.lamudi.co.id/rumah-sewa-komp-grand-sharon-siap-huni-dekat-marga-170113397550.html,2.0,1.0,,127.0,52.0,107.678621,-6.946481,34500000.0
Disewakan Taman Kopo Indah siap huni,https://www.lamudi.co.id/disewakan-taman-kopo-indah-siap-huni-170118246635.html,2.0,1.0,1.0,150.0,120.0,107.5705205773,-6.9663872787731,30000000.0
Disewa Rumah 2 Lantai Siap Huni Strategis di Sayap Riau Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-siap-huni-strategis-di-sayap-16972592838.html,,2.0,1.0,60.0,75.0,108.38886,-7.365351,100000000.0
Disewa Rumah Semi Furnished Siap Huni di Setra Dago Antapani,https://www.lamudi.co.id/disewa-rumah-semi-furnished-siap-huni-di-setra-dag-17012594113.html,3.0,2.0,1.0,126.0,100.0,107.66194,-6.92306,50000000.0
Disewakan Rumah di Pratista Antapani,https://www.lamudi.co.id/disewakan-rumah-di-pratista-antapani-17035809018.html,4.0,2.0,1.0,198.0,150.0,107.623302,-6.907542,54000000.0
Disewakan Rumah di Komplek Puri Dago Antapani Bandung Kota ,https://www.lamudi.co.id/disewakan-rumah-di-komplek-puri-dago-antapani-band-169199618570.html,2.0,1.0,1.0,102.0,80.0,107.66125,-6.9171,43000000.0
Disewakan Rumah 100 Baru Di Sayap Surapati Pahlawan,https://www.lamudi.co.id/disewakan-rumah-100-baru-di-sayap-surapati-pahlawa-170141134455.html,4.0,3.0,1.0,190.0,168.0,107.636448,-6.900264,185000000.0
Disewakan Rumah Siap Huni di Margahayu Raya Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-margahayu-raya-bandun-169769048647.html,3.0,3.0,1.0,177.0,177.0,107.6535667,-6.9536868,46000000.0
Disewa Rumah Siap Huni di Puri Ayana Gempol Sari Cijerah Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-puri-ayana-gempol-sari-c-168968632919.html,2.0,1.0,1.0,90.0,55.0,107.567388,-6.918269,40000000.0
Disewa Rumah Hunian Terawat Nyaman di daerah Dago Bandung,https://www.lamudi.co.id/disewa-rumah-hunian-terawat-nyaman-di-daerah-dago-169768000791.html,3.0,2.0,1.0,141.0,80.0,107.623445,-6.876258,50000000.0
Rumah Semi Furnished Tatar Jingganagara Kota Baru Parahyangan Bandung,https://www.lamudi.co.id/rumah-semi-furnished-tatar-jingganagara-kota-baru-169753324365.html,2.0,1.0,1.0,108.0,49.0,107.46853,-6.87435,45000000.0
SEWA RUMAH BARU MINIMALIS SUMMARECON,https://www.lamudi.co.id/sewa-rumah-baru-minimalis-summarecon-168399015368.html,4.0,3.0,1.0,112.0,134.0,107.687404,-6.948904,65000000.0
Disewakan Rumah minimalis 2 lantai di Sarijadi,https://www.lamudi.co.id/disewakan-rumah-minimalis-2-lantai-di-sarijadi-169322780977.html,4.0,2.0,1.0,86.0,86.0,107.586768,-6.875405,45000000.0
Disewa Rumah Semi Furnish di Kota Baru Parahyangan Tatar Naganingrum,https://www.lamudi.co.id/disewa-rumah-semi-furnish-di-kota-baru-parahyangan-170168265489.html,4.0,2.0,1.0,162.0,95.0,107.467209,-6.844347,65000000.0
Disewakan Rumah Minimalis Furnish Siap Huni Cluster Cigadung,https://www.lamudi.co.id/disewakan-rumah-minimalis-furnish-siap-huni-cluste-169693675370.html,4.0,3.0,1.0,125.0,140.0,107.62472,-6.88056,110000000.0
Disewa Rumah 2 lantai nyaman Terawat Lokasi Bagus di Dago Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-nyaman-terawat-lokasi-bagus-16915441869.html,4.0,3.0,1.0,110.0,175.0,107.623445,-6.876258,95000000.0
Disewa Rumah Terawat Nyaman & Aman di Gempol Asri Cijerah,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-aman-di-gempol-asri-ci-169288123755.html,3.0,2.0,1.0,112.0,80.0,107.567388,-6.918269,36000000.0
Disewa Rumah Pusat Kota Asia Afrika Bandung,https://www.lamudi.co.id/disewa-rumah-pusat-kota-asia-afrika-bandung-16995074304.html,6.0,,1.0,600.0,580.0,107.626978,-6.929357,250000000.0
For Rent Rumah Lama di Sayap Burangrang,https://www.lamudi.co.id/for-rent-rumah-lama-di-sayap-burangrang.html,1.0,1.0,1.0,440.0,300.0,107.626978,-6.929357,200000000.0
Rumah nyaman siap huni di padaasih setiabudi,https://www.lamudi.co.id/rumah-nyaman-siap-huni-di-padaasih-setiabudi.html,8.0,5.0,0.0,1000.0,800.0,107.58667,-6.89833,300000000.0
RUMAH DI PERUM CHERRYFIELD BANDUNG,https://www.lamudi.co.id/rumah-di-perum-cherryfield-bandung-5.html,3.0,3.0,,158.0,140.0,,,50000000.0
RUMAH CIPAGANTI GRAHA CIWASTRA BANDUNG,https://www.lamudi.co.id/rumah-cipaganti-graha-ciwastra-bandung-1.html,5.0,3.0,1.0,,200.0,,,75000000.0
"Rumah 2 Lantai, Fully Furnished Siap Huni, Di Komplek PRV Geger Kalong",https://www.lamudi.co.id/rumah-2-lantai-fully-furnished-siap-huni-di-komple-169788733138.html,3.0,3.0,2.0,305.0,350.0,107.586115541,-6.8686469633578,115000000.0
Rumah strategis siap huni di TKI 3,https://www.lamudi.co.id/rumah-strategis-siap-huni-di-tki-3.html,,,0.0,190.0,,107.38028,-6.82167,42000000.0
Rumah nyaman di summarecon,https://www.lamudi.co.id/rumah-nyaman-di-summarecon.html,3.0,2.0,0.0,112.0,132.0,107.687404,-6.948904,70000000.0
Rumah Hunian Nyaman Lokasi Prime Kota Bandung,https://www.lamudi.co.id/rumah-hunian-nyaman-lokasi-prime-kota-bandung-1.html,5.0,5.0,2.0,600.0,500.0,107.770011,-7.265489,500000000.0
Rumah nyaman siap huni di TKI 5,https://www.lamudi.co.id/rumah-nyaman-siap-huni-di-tki-5.html,2.0,1.0,,96.0,70.0,107.38028,-6.82167,35000000.0
For Rent Rumah Minimalis di Kota Baru Parahyangan,https://www.lamudi.co.id/for-rent-rumah-minimalis-di-kota-baru-parahyangan-16929676492.html,2.0,1.0,1.0,90.0,,107.467209,-6.844347,65000000.0
DISEWAKAN RUMAH SIAP HUNI DI TAMAN KOPO INDAH 2 BANDUNG.,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-taman-kopo-indah-2-ba-170185045321.html,2.0,1.0,1.0,90.0,90.0,107.6535667,-6.9536868,30000000.0
Sewa Rumah Summarecon Bandung,https://www.lamudi.co.id/sewa-rumah-summarecon-bandung-169294372389.html,2.0,2.0,1.0,66.0,54.0,107.687404,-6.948904,38000000.0
Disewa Rumah Minimalis Siap Huni  di Komplek Pesona Bali Residence,https://www.lamudi.co.id/disewa-rumah-minimalis-siap-huni-di-komplek-pesona-16929248723.html,2.0,2.0,1.0,100.0,70.0,107.62444,-6.81167,42000000.0
Disewa Rumah Siap Huni di Cluster Eksklusive Taman Kopo Indah 3,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-cluster-eksklusive-taman-169284105385.html,4.0,2.0,1.0,153.0,100.0,107.38028,-6.82167,39900000.0
Disewa Rumah Siap Huni di Cluster Eksklusive Taman Kopo Indah 3,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-cluster-eksklusive-taman-169288323538.html,4.0,,,153.0,100.0,107.38028,-6.82167,39900000.0
Disewakan rumah di barununggal,https://www.lamudi.co.id/disewakan-rumah-di-barununggal-169157453197.html,6.0,5.0,1.0,375.0,500.0,107.64083,-6.93472,150000000.0
DISEWAKAN RUMAH SIAP HUNI DI ANTAPANI,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-antapani-169188753668.html,3.0,2.0,1.0,84.0,65.0,107.66194,-6.92306,37500000.0
Disewa Rumah Furnished Terawat Lokasi Bagus di Pesona Bali Residence,https://www.lamudi.co.id/disewa-rumah-furnished-terawat-lokasi-bagus-di-pes-16940067717.html,3.0,2.0,1.0,120.0,84.0,107.62444,-6.81167,48000000.0
Disewakan Rumah Eks. Bidan di Gegerkalong,https://www.lamudi.co.id/disewakan-rumah-eks-bidan-di-gegerkalong-169442076886.html,7.0,2.0,1.0,114.0,114.0,108.251589,-6.387806,88000000.0
"JAMUJU, SUPRATMAN, RIAU. SEWA RUMAH BELANDA DI BANDUNG TENGAH, KOTA",https://www.lamudi.co.id/jamuju-supratman-riau-sewa-rumah-belanda-di-bandun-169458405266.html,6.0,4.0,1.0,558.0,180.0,107.623302,-6.907542,199000000.0
"KOMP. SUKADAMAI, PASTEUR. SEWA RUMAH FURNISHED DI BANDUNG UTARA",https://www.lamudi.co.id/komp-sukadamai-pasteur-sewa-rumah-furnished-di-ban-169458450092.html,5.0,3.0,1.0,300.0,350.0,107.58667,-6.89833,135000000.0
"CLUSTER GOLF ISLAND, RESORT DAGO PAKAR, DAGO. RUMAH LUX DI BANDUNG",https://www.lamudi.co.id/cluster-golf-island-resort-dago-pakar-dago-rumah-l-169458435755.html,6.0,6.0,1.0,419.0,700.0,107.770011,-7.265489,325000000.0
Disewa Rumah Hunian 1 Lantai Nyaman di Antapani Bandung,https://www.lamudi.co.id/disewa-rumah-hunian-1-lantai-nyaman-di-antapani-ba-169456692450.html,3.0,2.0,1.0,125.0,100.0,107.66194,-6.92306,50000000.0
Disewa Rumah Terawat Lokasi Strategis di Komp Singgasana Pradana,https://www.lamudi.co.id/disewa-rumah-terawat-lokasi-strategis-di-komp-sing-169473980094.html,,3.0,1.0,250.0,300.0,107.603277,-6.951883,120000000.0
Disewakan Rumah Full Furnished Dekat ITB dan Rumah Sakit Hasan Sadikin,https://www.lamudi.co.id/disewakan-rumah-full-furnished-dekat-itb-dan-rumah-169500976824.html,5.0,2.0,1.0,313.0,175.0,107.58667,-6.89833,125000000.0
DISEWAKAN RUMAH ELITE GATEWAY PASTEUR BANDUNG.,https://www.lamudi.co.id/disewakan-rumah-elite-gateway-pasteur-bandung-170245049355.html,2.0,2.0,1.0,59.0,56.0,107.601804,-6.91017,70000000.0
Disewa Rumah Siap Huni Terawat Lokasi Bagus di GBI Ciwastra Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-terawat-lokasi-bagus-di-gbi-169390429951.html,3.0,2.0,1.0,60.0,120.0,107.6654783,-6.9608602,35000000.0
Disewakan Rumah Di Kompleks Singgasana ,https://www.lamudi.co.id/disewakan-rumah-di-kompleks-singgasana-169390374319.html,4.0,3.0,1.0,200.0,150.0,107.59773,-6.95829,100000000.0
"Rumah 1,25 lantai bersih terawat sudah renovasi,  Taman Kopo Indah",https://www.lamudi.co.id/rumah-1-25-lantai-bersih-terawat-sudah-renovasi-ta-169416664132.html,3.0,2.0,1.0,90.0,90.0,107.38028,-6.82167,28500000.0
"Rumah Cluster siap huni, Taman Kopo Indah",https://www.lamudi.co.id/rumah-cluster-siap-huni-taman-kopo-indah-16941666663.html,3.0,1.0,1.0,107.0,107.0,107.55639,-6.96944,40000000.0
"Rumah Cluster Minimalis siap huni sudah renovasi, Taman Kopo Indah",https://www.lamudi.co.id/rumah-cluster-minimalis-siap-huni-sudah-renovasi-t-16941666857.html,2.0,1.0,,119.0,110.0,107.38028,-6.82167,42500000.0
"Rumah siap huni, Taman Kopo Imdah",https://www.lamudi.co.id/rumah-siap-huni-taman-kopo-imdah-169416665281.html,4.0,3.0,1.0,100.0,135.0,107.38028,-6.82167,35000000.0
Rumah Full furnish di Cluster Mekarwangi Bandung,https://www.lamudi.co.id/rumah-full-furnish-di-cluster-mekarwangi-bandung-169410299435.html,5.0,5.0,1.0,,270.0,107.61056,-6.95722,75000000.0
Disewa Rumah 2 Lantai & Strategis di Mainroad Soekarno Hatta Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-strategis-di-mainroad-soekar-16941621874.html,6.0,4.0,1.0,385.0,300.0,107.6489677,-6.9431017,170000000.0
Disewa Rumah Siap Huni Terawat dan nyaman di Cherry Field,https://www.lamudi.co.id/disewa-rumah-siap-huni-terawat-dan-nyaman-di-cherr-169202312236.html,2.0,1.0,1.0,120.0,96.0,107.62444,-6.81167,42000000.0
Disewakan Rumah Semi Furnished Cherry Field Bandung,https://www.lamudi.co.id/disewakan-rumah-semi-furnished-cherry-field-bandun-169221483096.html,2.0,1.0,1.0,,70.0,107.63361,-6.98056,45000000.0
Disewakan Rumah Cherry Field Cluster Cresida Bandung,https://www.lamudi.co.id/disewakan-rumah-cherry-field-cluster-cresida-bandu-169221482536.html,,1.0,1.0,100.0,55.0,107.63361,-6.98056,40000000.0
Disewa Rumah Baru Siap Huni Furnish di Buah Batu Regency,https://www.lamudi.co.id/disewa-rumah-baru-siap-huni-furnish-di-buah-batu-r-169219617847.html,4.0,2.0,1.0,119.0,120.0,107.62444,-6.81167,80000000.0
Disewakan Rumah Siap Huni di Batununggal Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-batununggal-bandung-k-169215740449.html,3.0,3.0,1.0,300.0,,107.64027,-6.91418,100000000.0
Rumah Siap Huni Di Cherryfield Cluster Callista Bandung,https://www.lamudi.co.id/rumah-siap-huni-di-cherryfield-cluster-callista-ba-169221451972.html,3.0,2.0,1.0,150.0,170.0,107.63361,-6.98056,60000000.0
Disewa Rumah Siap Huni Baru Renov di Taman Kopo Indah  5,https://www.lamudi.co.id/disewa-rumah-siap-huni-baru-renov-di-taman-kopo-in-169250085522.html,3.0,2.0,,119.0,80.0,107.38028,-6.82167,45000000.0
Disewa Rumah Terawat Siap Huni Lokasi  di Sayap Sukamenak Kopo,https://www.lamudi.co.id/disewa-rumah-terawat-siap-huni-lokasi-di-sayap-suk-169422164038.html,5.0,4.0,1.0,200.0,200.0,107.6535667,-6.9536868,35000000.0
Rumah semi furnish di Komplek Cigadung sayap Dago Bandung,https://www.lamudi.co.id/rumah-semi-furnish-di-komplek-cigadung-sayap-dago-169418796027.html,5.0,5.0,1.0,147.0,138.0,107.62472,-6.88056,80000000.0
"Disewakan Rumah Full Furnished, Selangkah Ke Jl. Soekarno Hatta",https://www.lamudi.co.id/disewakan-rumah-full-furnished-selangkah-ke-jl-soe-16942301268.html,3.0,2.0,1.0,230.0,229.0,107.67064,-6.93561,55000000.0
Disewa Rumah Terawat Nyaman Lokasi Strategis di Taman Holis Indah ,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-lokasi-strategis-di-ta-169387760588.html,3.0,2.0,1.0,152.0,120.0,107.58472,-6.94694,30000000.0
Disewa Rumah Siap Huni Nyaman Lokasi Bagus di Cibadak Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-nyaman-lokasi-bagus-di-ciba-169389901311.html,3.0,1.0,1.0,111.0,100.0,107.59389,-6.92028,35000000.0
sewa rumah lingkungan sangat nyaman dan aman,https://www.lamudi.co.id/sewa-rumah-lingkungan-sangat-nyaman-dan-aman-169575003532.html,4.0,3.0,1.0,216.0,250.0,107.66194,-6.92306,85000000.0
Disewakan Rumah Tengah Kota Langsung Huni Cibaduyut Sauyunan,https://www.lamudi.co.id/disewakan-rumah-tengah-kota-langsung-huni-cibaduyu-169574948928.html,2.0,1.0,1.0,126.0,90.0,107.63694,-6.95444,43000000.0
"Disewakan Rumah Baru di Taman Kopo Indah 5, Sherwood",https://www.lamudi.co.id/disewakan-rumah-baru-di-taman-kopo-indah-5-sherwoo-169574947084.html,2.0,1.0,1.0,,50.0,107.38028,-6.82167,35000000.0
"Sewakan rumah siap huni di cluster baru TKI V, Redwood",https://www.lamudi.co.id/sewakan-rumah-siap-huni-di-cluster-baru-tki-v-redw-169574944418.html,2.0,2.0,1.0,114.0,102.0,107.6535667,-6.9536868,40000000.0
Disewakan rumah dekat tol Pasteur.,https://www.lamudi.co.id/disewakan-rumah-dekat-tol-pasteur-16957500040.html,4.0,3.0,1.0,200.0,160.0,107.62472,-6.88056,50000000.0
Sewa rumah full furnished di lokasi yang sangat strategis,https://www.lamudi.co.id/sewa-rumah-full-furnished-di-lokasi-yang-sangat-st-169574993381.html,4.0,3.0,1.0,,,107.58667,-6.89833,140000000.0
Rumah Setraduta Lingkungan nyaman Lokasi Strategis,https://www.lamudi.co.id/rumah-setraduta-lingkungan-nyaman-lokasi-strategis-169626745377.html,4.0,2.0,1.0,200.0,250.0,107.623302,-6.907542,85000000.0
Guyss Termurah Sewa Rumah Baru 2lt Cluster Di Summarecon Gedebage Bdg,https://www.lamudi.co.id/guyss-termurah-sewa-rumah-baru-2lt-cluster-di-summ-169633451994.html,2.0,2.0,1.0,105.0,92.0,107.687404,-6.948904,50000000.0
Disewa Rumah Siap Huni Lokasi Strategis di Taman Kopo Indah 3 Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-lokasi-strategis-di-taman-k-169102654638.html,3.0,2.0,1.0,102.0,102.0,107.38028,-6.82167,36000000.0
Disewa Rumah 2 Lantai  Terawat & Asri di Podomoro Park Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-terawat-asri-di-podomoro-par-169150253336.html,2.0,3.0,1.0,102.0,94.0,107.62444,-6.81167,60000000.0
Disewa Rumah Siap Huni di Daerah Gegerkalong Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-daerah-gegerkalong-bandu-169002217512.html,5.0,3.0,1.0,,220.0,108.251589,-6.3878059999999,90000000.0
Disewa Rumah Siap Huni Semi Furnished 2 Lantai Di Turangga Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-semi-furnished-2-lantai-di-169302479560.html,,,1.0,230.0,200.0,107.635324,-6.937933,85000000.0
Disewakan Rumah Siap Huni di Antapani Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-antapani-bandung-kota-169330714689.html,6.0,4.0,1.0,160.0,150.0,107.66125,-6.9171,57000000.0
Disewa Rumah 1 Lantai Terawat Nyaman & Aman di Singgasana Pradana,https://www.lamudi.co.id/disewa-rumah-1-lantai-terawat-nyaman-aman-di-singg-169357357435.html,4.0,3.0,1.0,200.0,150.0,107.603277,-6.951883,80000000.0
Disewa Rumah Baru Renov Mekarwangi Bandung,https://www.lamudi.co.id/disewa-rumah-baru-renov-mekarwangi-bandung-169027466275.html,5.0,4.0,1.0,300.0,400.0,107.61056,-6.95722,150000000.0
Disewa Rumah Minimalis Terawat Nyaman di Bali Garden City View Bandung,https://www.lamudi.co.id/disewa-rumah-minimalis-terawat-nyaman-di-bali-gard-169111098559.html,3.0,2.0,,90.0,60.0,107.54472,-7.19389,60000000.0
DISEWAKAN RUMAH TINGGAL DI PRATISTA ANTAPANI,https://www.lamudi.co.id/disewakan-rumah-tinggal-di-pratista-antapani-167695842037.html,5.0,2.0,1.0,150.0,100.0,107.66194,-6.92306,50000000.0
Disewa Rumah Nyaman dan Asri di Cluster Btari Summarecon Bandung,https://www.lamudi.co.id/disewa-rumah-nyaman-dan-asri-di-cluster-btari-summ-168966192077.html,3.0,2.0,1.0,180.0,136.0,107.687404,-6.948904,75000000.0
Sewa Rumah Cantik Full Furnished Cluster Budi Indah,https://www.lamudi.co.id/sewa-rumah-cantik-full-furnished-cluster-budi-inda-16927659323.html,5.0,4.0,1.0,175.0,250.0,107.5962237,-6.8623061,90000000.0
Disewa Rumah Siap Huni Nyaman & Aman di Komplek Pasadena Caringin,https://www.lamudi.co.id/disewa-rumah-siap-huni-nyaman-aman-di-komplek-pasa-169302631699.html,4.0,1.0,1.0,180.0,90.0,107.58472,-6.94694,45000000.0
Rumah Nyaman di Ahmad yani,https://www.lamudi.co.id/rumah-nyaman-di-ahmad-yani-169347364339.html,4.0,2.0,1.0,277.0,400.0,107.70583,-6.95806,94000000.0
Rumah nyaman siap huni di Komplek Antapani Bandung,https://www.lamudi.co.id/rumah-nyaman-siap-huni-di-komplek-antapani-bandung-169790667485.html,8.0,3.0,1.0,180.0,300.0,107.66125,-6.9171,50000000.0
Rumah siap huni di Komplek Antapani Bandung Kota,https://www.lamudi.co.id/rumah-siap-huni-di-komplek-antapani-bandung-kota-169790852660.html,8.0,3.0,1.0,180.0,300.0,107.66194,-6.92306,50000000.0
Rumah Murah siap huni di Komplek Taman Kopo Indah 3 Bandung,https://www.lamudi.co.id/rumah-murah-siap-huni-di-komplek-taman-kopo-indah-169790865137.html,3.0,2.0,1.0,156.0,120.0,107.55175,-6.96946,38000000.0
Rumah kembar strategis dekat Jalan Utama BKR Bandung,https://www.lamudi.co.id/rumah-kembar-strategis-dekat-jalan-utama-bkr-bandu-169790695311.html,5.0,3.0,1.0,2000.0,250.0,108.38886,-7.365351,75000000.0
Rumah Bagus nyaman Full Furnish di Resort Dago Pakar Bandung,https://www.lamudi.co.id/rumah-bagus-nyaman-full-furnish-di-resort-dago-pak-169805799286.html,6.0,4.0,1.0,500.0,,107.623445,-6.876258,135000000.0
Disewa Rumah Siap Huni Nyaman & Terawat di Sanggar Hurip Soekarno Hata,https://www.lamudi.co.id/disewa-rumah-siap-huni-nyaman-terawat-di-sanggar-h-169760438844.html,3.0,,1.0,180.0,140.0,107.6489677,-6.9431017,52000000.0
Disewakan Rumah Siap Huni di Antapani Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-antapani-bandung-kota-169762596568.html,3.0,2.0,1.0,90.0,105.0,107.66125,-6.9171,50000000.0
Rumahh cantik strategis tengah kota Bandung di Sayap Riau ,https://www.lamudi.co.id/rumahh-cantik-strategis-tengah-kota-bandung-di-say-169816518928.html,9.0,4.0,,706.0,500.0,107.6190471,-6.906026,400000000.0
"rumah siap pakai di komplek kota baru parahyangan, cimahi, bandung barat",https://www.lamudi.co.id/rumah-siap-pakai-di-komplek-kota-baru-parahyangan-169769003065.html,4.0,3.0,0.0,306.0,250.0,107.467209,-6.844347,75000000.0
Sewa Rumah Siap Huni Komplek Muara Area Jalan Peta Bandung Tengah Kota,https://www.lamudi.co.id/sewa-rumah-siap-huni-komplek-muara-area-jalan-peta-169769000935.html,2.0,1.0,0.0,110.0,90.0,107.603277,-6.951883,50000000.0
Disewa Rumah Baru Renov Siap Huni di Taman Kopo Indah 2 Bandung,https://www.lamudi.co.id/disewa-rumah-baru-renov-siap-huni-di-taman-kopo-in-169232121210.html,4.0,3.0,1.0,153.0,120.0,107.38028,-6.82167,47500000.0
"Disewakan Rumah Bagus Terawat di Komp. Alamanda, Bandung",https://www.lamudi.co.id/disewakan-rumah-bagus-terawat-di-komp-alamanda-ban-169241571250.html,6.0,4.0,3.0,444.0,660.0,107.68825,-6.96453,150000000.0
Disewakan Rumah Siap Huni di Cikutra Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-cikutra-bandung-kota-169562750189.html,3.0,2.0,1.0,215.0,180.0,107.63806,-6.89333,100000000.0
Disewakan rumah jln Golf Barat Arcamanik ,https://www.lamudi.co.id/disewakan-rumah-jln-golf-barat-arcamanik-169044726799.html,4.0,3.0,1.0,438.0,350.0,107.693391,-6.929506,120000000.0
Jual Rumah Cantik Milenial di Grand Sharon ,https://www.lamudi.co.id/jual-rumah-cantik-milenial-di-grand-sharon-169710830379.html,3.0,2.0,1.0,156.0,120.0,107.678621,-6.946481,70000000.0
Disewa Rumah Siap Huni di Taman Kopo Indah,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-taman-kopo-indah-169716338071.html,2.0,1.0,,90.0,75.0,106.904854,-6.653733,35000000.0
Disewa Rumah Siap Pakai Strategis di Taman Kopo Indah 5 Sherwood ,https://www.lamudi.co.id/disewa-rumah-siap-pakai-strategis-di-taman-kopo-in-169724587164.html,2.0,1.0,1.0,96.0,70.0,107.38028,-6.82167,35000000.0
Disewakan Rumah Siap Huni di Sukaluyu Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-sukaluyu-bandung-kota-169468418655.html,7.0,4.0,1.0,130.0,,107.63167,-6.89667,65000000.0
Disewakan Rumah Siap Huni di Cisaranten Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-cisaranten-bandung-ko-169476516675.html,3.0,2.0,1.0,125.0,,107.70707,-6.90555,37000000.0
Hunian Asri Di Pusat Kota - Henny,https://www.lamudi.co.id/hunian-asri-di-pusat-kota-henny-169572687626.html,7.0,4.0,2.0,323.0,262.0,107.62444,-6.81167,250000000.0
Disewa Rumah 2 Lantai Terawat Nyaman di Cisaranten Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-terawat-nyaman-di-cisaranten-169156296635.html,4.0,,1.0,84.0,,107.68444,-6.92361,45000000.0
Disewa Rumah Furnished siap Huni di Kota Baru Parahyangan Ratna Sasih,https://www.lamudi.co.id/disewa-rumah-furnished-siap-huni-di-kota-baru-para-169571516521.html,5.0,4.0,1.0,360.0,250.0,107.467209,-6.844347,160000000.0
Disewa Rumah 2 Lantai Nyaman Lokasi Bagus dan Asri di Dago Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-nyaman-lokasi-bagus-dan-asri-169156651573.html,4.0,3.0,1.0,110.0,175.0,107.623445,-6.876258,95000000.0
Rumah di Saritem,https://www.lamudi.co.id/rumah-di-saritem-169572689046.html,2.0,1.0,1.0,100.0,130.0,107.584466,-6.910538,45000000.0
Disewa Rumah Bagus Siap Huni di Kopo Katapang Soreang Bandung,https://www.lamudi.co.id/disewa-rumah-bagus-siap-huni-di-kopo-katapang-sore-169562562376.html,3.0,2.0,1.0,72.0,63.0,107.55333,-6.99917,32000000.0
Disewa Rumah Siap Huni Di Tmaan Holis Indah Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-tmaan-holis-indah-bandun-169563879337.html,2.0,1.0,0.0,90.0,70.0,107.585752,-6.955272,32500000.0
Disewa Rumah Terawat Nyaman dan Aman Lokasi di Cluster Harmony Village,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-dan-aman-lokasi-di-clu-169174249894.html,2.0,2.0,1.0,97.0,70.0,107.705,-6.91,35000000.0
Disewa rumah siap huni di thi taman holis indah Kodya Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-thi-taman-holis-indah-ko-169563910278.html,2.0,1.0,1.0,110.0,90.0,107.58472,-6.94694,35000000.0
Sewa rumah Singgasana Pradana 3kt siap huni,https://www.lamudi.co.id/sewa-rumah-singgasana-pradana-3kt-siap-huni-169563894790.html,3.0,2.0,1.0,120.0,110.0,107.61056,-6.95722,65000000.0
"disewakan rumah asri 2,5 lt di golf barat arcamanik",https://www.lamudi.co.id/disewakan-rumah-asri-2-5-lt-di-golf-barat-arcamani-17001942721.html,7.0,5.0,1.0,180.0,300.0,,,75000000.0
Disewa Rumah Furnished Nyaman & Aman Lokasi di Gland Ciwastra Bandung,https://www.lamudi.co.id/disewa-rumah-furnished-nyaman-aman-lokasi-di-gland-169897318526.html,2.0,2.0,1.0,40.0,70.0,107.6654783,-6.9608602,35000000.0
For Rent 3 unit rumah Cluster Dayana Summarecon Bandung,https://www.lamudi.co.id/for-rent-3-unit-rumah-cluster-dayana-summarecon-ba-169906553099.html,2.0,2.0,1.0,,60.0,107.68958,-6.95664,35000000.0
Disewa Rumah Terawat Nyaman di Pesona Bali Buah Batu Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-di-pesona-bali-buah-ba-16990616524.html,3.0,1.0,1.0,100.0,80.0,107.62444,-6.81167,38000000.0
"Rumah strategis untuk komersil di arjuna, sayap pajajaran - cicendo",https://www.lamudi.co.id/rumah-strategis-untuk-komersil-di-arjuna-sayap-paj-170193464172.html,5.0,3.0,1.0,563.0,300.0,107.67932,-6.933,250000000.0
