name,url,bedrooms,bathrooms,floors,land_area,building_area,longitude,latitude,price
Rumah Furnished di Ciumbuleuit Komplek Gca 1 town house,https://www.lamudi.co.id/rumah-furnished-di-ciumbuleuit-komplek-gca-1-town-16968527007.html,3.0,2.0,,70.0,210.0,107.618573,-6.863551,200000000.0
Disewa Rumah 2 Lantai Nyaman & Asri di Cluster Cynthia Summarecon,https://www.lamudi.co.id/disewa-rumah-2-lantai-nyaman-asri-di-cluster-cynth-169198439974.html,3.0,2.0,1.0,105.0,130.0,107.687404,-6.948904,60000000.0
"Disewakan rumah Full furnished di kawasan elite, gading Regency bdg",https://www.lamudi.co.id/disewakan-rumah-full-furnished-di-kawasan-elite-ga-169494144225.html,4.0,3.0,1.0,230.0,225.0,107.687404,-6.948904,55000000.0
Disewa Rumah Baru Renovasi di Singgasana Pradana Bandung,https://www.lamudi.co.id/disewa-rumah-baru-renovasi-di-singgasana-pradana-b-169349393175.html,4.0,3.0,1.0,200.0,150.0,107.603277,-6.951883,85000000.0
Disewa Rumah Baru Renovasi Lokasi Strategis di Singgasana Pradana,https://www.lamudi.co.id/disewa-rumah-baru-renovasi-lokasi-strategis-di-sin-169347590294.html,4.0,3.0,1.0,200.0,150.0,107.603277,-6.951883,85000000.0
Disewakan Rumah Baru komplek cluster Bali kiaracondong Full Furnished,https://www.lamudi.co.id/disewakan-rumah-baru-komplek-cluster-bali-kiaracon-170081082879.html,3.0,2.0,1.0,60.0,112.0,107.70583,-6.95806,65000000.0
"Rumah Minimalis 2 Lantai siap huni, Kopo Permai",https://www.lamudi.co.id/rumah-minimalis-2-lantai-siap-huni-kopo-permai-170088177290.html,4.0,3.0,1.0,100.0,120.0,106.904854,-6.653733,40000000.0
Disewa Rumah Terawat Siap Huni Nyaman & Asri di Kota Baru Parahyangan,https://www.lamudi.co.id/disewa-rumah-terawat-siap-huni-nyaman-asri-di-kota-170088688942.html,4.0,3.0,,196.0,290.0,107.467209,-6.844347,230000000.0
Rumah Tengah Kota Bandung 2 Lantai di Sayap Cikawao,https://www.lamudi.co.id/rumah-tengah-kota-bandung-2-lantai-di-sayap-cikawa-169824315625.html,4.0,3.0,1.0,80.0,140.0,107.626978,-6.929357,60000000.0
Disewa Rumah Besar Siap Huni Lokasi Strategis di Sayap Pajajaran,https://www.lamudi.co.id/disewa-rumah-besar-siap-huni-lokasi-strategis-di-s-16982177709.html,3.0,3.0,1.0,300.0,150.0,107.60583,-6.90833,125000000.0
"Rumah Furnish siap huni di Istana Regency 1, Pasteur, Bandung",https://www.lamudi.co.id/rumah-furnish-siap-huni-di-istana-regency-1-pasteu-169834573169.html,4.0,3.0,1.0,239.0,180.0,107.5881749,-6.9001156,85000000.0
Disewakan Rumah Fully Furnished di Dago Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-fully-furnished-di-dago-bandung-ko-16984630482.html,4.0,3.0,1.0,260.0,244.0,107.61482,-6.86461,225000000.0
Disewakan Rumah Siap Huni di Cisaranten Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-cisaranten-bandung-ko-169831441928.html,3.0,2.0,,200.0,90.0,107.68444,-6.92361,49000000.0
Disewakan Rumah Siap Huni di Kota Baru Parahayangan,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-kota-baru-parahayanga-170107531995.html,2.0,1.0,1.0,100.0,55.0,107.467209,-6.844347,40000000.0
Rumah Tengah Kota Sayap Pasteur Jl Ahmad Siap Huni,https://www.lamudi.co.id/rumah-tengah-kota-sayap-pasteur-jl-ahmad-siap-huni-170040584065.html,2.0,2.0,1.0,124.0,300.0,107.601804,-6.91017,93000000.0
Di sewakan rumah Di jl bkr bandung ,https://www.lamudi.co.id/di-sewakan-rumah-di-jl-bkr-bandung-170045946371.html,2.0,1.0,1.0,150.0,,108.38886,-7.365351,55000000.0
Disewa Rumah Tengah Kota syp Garuda Pajajaran Bandung,https://www.lamudi.co.id/disewa-rumah-tengah-kota-syp-garuda-pajajaran-band-170055060772.html,4.0,3.0,1.0,300.0,240.0,107.584466,-6.910538,65000000.0
Rumah 2 lantai siap huni dekat Tol Padalarang di Kota Bali Residence,https://www.lamudi.co.id/rumah-2-lantai-siap-huni-dekat-tol-padalarang-di-k-169711130363.html,3.0,2.0,1.0,78.0,71.0,107.48953,-6.85085,37000000.0
Disewa Rumah Siap Huni Furnish Terawat di Taman Holis Indah THI 2,https://www.lamudi.co.id/disewa-rumah-siap-huni-furnish-terawat-di-taman-ho-169698625992.html,4.0,2.0,1.0,171.0,190.0,107.58472,-6.94694,60000000.0
Disewakan Rumah Siap Huni di Sarijadi Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-sarijadi-bandung-kota-169805883453.html,3.0,3.0,1.0,70.0,122.0,107.58022,-6.87414,57000000.0
"Disewakan Rumah LUX Di Jl. Reog, Bandung",https://www.lamudi.co.id/disewakan-rumah-lux-di-jl-reog-bandung-169783016433.html,4.0,3.0,1.0,254.0,376.0,107.635324,-6.937933,160000000.0
Disewakan Rumah Cipaku Indah Setiabudi Bandung,https://www.lamudi.co.id/disewakan-rumah-cipaku-indah-setiabudi-bandung-169768559391.html,5.0,4.0,1.0,324.0,200.0,107.5962237,-6.8623061,100000000.0
Rumah semi furnish di Pitaloka Kota Baru Parahyangan Bandung,https://www.lamudi.co.id/rumah-semi-furnish-di-pitaloka-kota-baru-parahyang-16973874849.html,5.0,,1.0,240.0,161.0,107.467209,-6.844347,85000000.0
Disewa Rumah Hunian Nyaman dan Terawat di Cisaranten Bandung,https://www.lamudi.co.id/disewa-rumah-hunian-nyaman-dan-terawat-di-cisarant-16976792911.html,3.0,3.0,1.0,170.0,85.0,107.693391,-6.929506,45000000.0
Disewa Rumah Minimalis Siap Huni Strategis di Mekar Wangi Bandung,https://www.lamudi.co.id/disewa-rumah-minimalis-siap-huni-strategis-di-meka-16963867795.html,2.0,1.0,1.0,120.0,75.0,107.603277,-6.951883,85000000.0
Disewa Rumah Siap Huni Minimalis Strategis di Mekar Wangi Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-minimalis-strategis-di-meka-169638728981.html,2.0,1.0,1.0,120.0,90.0,107.603277,-6.951883,50000000.0
"Sewa Rumah Minimalis Siap Pakai Komplek Muara, Sayap Jl Peta Pusat Kota, Bandung",https://www.lamudi.co.id/sewa-rumah-minimalis-siap-pakai-komplek-muara-saya-169769007831.html,4.0,2.0,0.0,110.0,,107.6212817,-6.9548746,75000000.0
rumah siap pakai di kota baru parahyangan,https://www.lamudi.co.id/rumah-siap-pakai-di-kota-baru-parahyangan-169769004757.html,4.0,3.0,2.0,316.0,300.0,107.467209,-6.844347,75000000.0
Disewa Rumah Lux Siap Huni Minimalis di Sayap Rajawali Bandung,https://www.lamudi.co.id/disewa-rumah-lux-siap-huni-minimalis-di-sayap-raja-169753153238.html,1.0,1.0,1.0,153.0,80.0,107.580433,-6.904741,100000000.0
Disewa Rumah 2 Lantai Terawat Nyaman di Taman Kopo Indah 5 Sommerville,https://www.lamudi.co.id/disewa-rumah-2-lantai-terawat-nyaman-di-taman-kopo-169623209344.html,3.0,,1.0,108.0,101.0,107.38028,-6.82167,55000000.0
Rumah Modern siap huni di dekat Ikea Kota Baru Parahyangan,https://www.lamudi.co.id/rumah-modern-siap-huni-di-dekat-ikea-kota-baru-par-169703953750.html,4.0,2.0,1.0,162.0,97.0,107.467209,-6.844347,80000000.0
Disewa Rumah Terawat Nyaman Strategis di Singgasana Pradana Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-strategis-di-singgasan-169631000358.html,4.0,3.0,1.0,200.0,150.0,107.603277,-6.951883,80000000.0
Disewakan Rumah siap huni di Gegerkalong Permai,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-gegerkalong-permai-169627127340.html,,6.0,1.0,475.0,,108.251589,-6.387806,75000000.0
"Rumah Sayap Setiabudi, Bandung, 2 Lantai 3+2Kamar Furnished, Disewakan",https://www.lamudi.co.id/rumah-sayap-setiabudi-bandung-2-lantai-3-2kamar-fu-169627129838.html,3.0,4.0,1.0,350.0,350.0,108.251589,-6.387806,250000000.0
Disewakan Rumah Minimalis Terawat Un furnish Cigadung Sayap Dago,https://www.lamudi.co.id/disewakan-rumah-minimalis-terawat-un-furnish-cigad-169627124979.html,5.0,4.0,1.0,228.0,232.0,107.62472,-6.88056,80000000.0
Disewa Rumah Minimalis Modern Siap Huni di Pinus Regency Soekarno Hata,https://www.lamudi.co.id/disewa-rumah-minimalis-modern-siap-huni-di-pinus-r-16986486044.html,3.0,1.0,1.0,,120.0,107.6489677,-6.9431017,46000000.0
Rumah Full Furnish di Summarecon Bandung cluster Cynthia,https://www.lamudi.co.id/rumah-full-furnish-di-summarecon-bandung-cluster-c-169851697089.html,2.0,2.0,1.0,105.0,90.0,107.68976,-6.95667,75000000.0
Rumah nyaman di Komplek Sariwangi Bandung Utara,https://www.lamudi.co.id/rumah-nyaman-di-komplek-sariwangi-bandung-utara-169851855553.html,2.0,1.0,1.0,60.0,55.0,107.577958,-6.745659,33000000.0
Disewakan Rumah Batununggal Jelita,https://www.lamudi.co.id/disewakan-rumah-batununggal-jelita-16982208325.html,4.0,3.0,1.0,120.0,180.0,107.64083,-6.93472,75000000.0
Disewa Rumah Terawat Nyaman di Komplek Kembar Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-di-komplek-kembar-band-169819656774.html,2.0,2.0,1.0,140.0,120.0,108.38886,-7.365351,50000000.0
Rumah siap huni di Komplek Holis Bandung,https://www.lamudi.co.id/rumah-siap-huni-di-komplek-holis-bandung-169824623625.html,4.0,3.0,1.0,200.0,190.0,107.557241,-6.942272,60000000.0
Disewa Rumah 2 Lantai Terawat Nyaman di Batununggal Jelita Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-terawat-nyaman-di-batunungga-169898627614.html,5.0,,1.0,180.0,280.0,107.64083,-6.93472,110000000.0
Disewa Rumah Minimalis 2 Lantai di Taman Kopo Indah 5 Cluster Sherwood,https://www.lamudi.co.id/disewa-rumah-minimalis-2-lantai-di-taman-kopo-inda-169906078481.html,3.0,2.0,,108.0,102.0,107.38028,-6.82167,50000000.0
Disewa Rumah 2 Lantai Terawat Nyaman di Komplek amerta Buah Batu,https://www.lamudi.co.id/disewa-rumah-2-lantai-terawat-nyaman-di-komplek-am-169906110318.html,4.0,3.0,1.0,98.0,120.0,107.62444,-6.81167,37000000.0
Disewa Rumah Full Furnished Nyaman Siap Huni di Arcamanik Bandung,https://www.lamudi.co.id/disewa-rumah-full-furnished-nyaman-siap-huni-di-ar-169900058427.html,2.0,2.0,1.0,,,107.693391,-6.929506,55000000.0
Disewakan Rumah di Kawasan Komplek Elite Resor Dago Pakar Harga Oke,https://www.lamudi.co.id/disewakan-rumah-di-kawasan-komplek-elite-resor-dag-169865803055.html,3.0,3.0,1.0,303.0,200.0,107.6367,-6.86509,130000000.0
"Disewakan rumah Pondok Hijau Indah, lokasi nyaman udara sejuk",https://www.lamudi.co.id/disewakan-rumah-pondok-hijau-indah-lokasi-nyaman-u-169995130616.html,5.0,4.0,1.0,190.0,,106.936071,-6.662053,140000000.0
RUMAH NYAMAN TENGAH KOTA KOMPLEK KEMBAR MAS SAYAP BKR BUAHBATU,https://www.lamudi.co.id/rumah-nyaman-tengah-kota-komplek-kembar-mas-sayap-169995871990.html,,2.0,1.0,136.0,120.0,107.61879439514,-6.9454044895687,50000000.0
Disewa Rumah Siap Huni Lokasi Strategis di Mekar Wangi,https://www.lamudi.co.id/disewa-rumah-siap-huni-lokasi-strategis-di-mekar-w-170005389753.html,3.0,3.0,1.0,79.0,87.0,107.61056,-6.95722,65000000.0
Disewakan rumah baru minimalis siap huni di suryalaya buah batu,https://www.lamudi.co.id/disewakan-rumah-baru-minimalis-siap-huni-di-suryal-169873691933.html,5.0,3.0,2.0,126.0,170.0,1.0,1.0,85000000.0
Disewakan Rumah Siap Huni di Dago dekat ITB Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-dago-dekat-itb-harga-16987537132.html,,3.0,1.0,141.0,80.0,107.6158,-6.87136,47000000.0
Disewa Rumah Terawat Nyaman dan Aman di Taman Kopo Indah 2,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-dan-aman-di-taman-kopo-169880376866.html,3.0,3.0,1.0,135.0,100.0,107.38028,-6.82167,35000000.0
Rumah Sewa Kontrakan di Arcamanik Bandung,https://www.lamudi.co.id/rumah-sewa-kontrakan-di-arcamanik-bandung-169932453245.html,2.0,2.0,1.0,120.0,100.0,107.693391,-6.929506,35000000.0
RUMAH 2 LANTAI SIAP HUNI DI SUKAHAJI GEGERKALONG BANDUNG UTARA,https://www.lamudi.co.id/rumah-2-lantai-siap-huni-di-sukahaji-gegerkalong-b-169983451261.html,4.0,3.0,1.0,180.0,250.0,108.251589,-6.387806,70000000.0
"Cluster dekat gateway Pasteur, ktdr 4, kmd 2, pertahun.",https://www.lamudi.co.id/cluster-dekat-gateway-pasteur-ktdr-4-kmd-2-pertahu-169979628570.html,,2.0,1.0,110.0,150.0,107.57861042523,-6.8701302186811,35000000.0
"Rumah Strategis siap huni, Taman Kopo Indah",https://www.lamudi.co.id/rumah-strategis-siap-huni-taman-kopo-indah-169979006169.html,,2.0,1.0,200.0,135.0,107.38028,-6.82167,40000000.0
Disewa Rumah Terawat Nyaman Siap Huni di Podomoro Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-siap-huni-di-podomoro-170063875383.html,,3.0,1.0,102.0,102.0,107.63361,-6.98056,65000000.0
DISEWAKAN RUMAH DI JL SETIABUDI KOTA BANDUNG,https://www.lamudi.co.id/disewakan-rumah-di-jl-setiabudi-kota-bandung-170088965770.html,4.0,3.0,1.0,240.0,260.0,107.618573,-6.863551,120000000.0
Sewa Furnished Bagus Kbp,https://www.lamudi.co.id/sewa-furnished-bagus-kbp-170125685427.html,4.0,3.0,1.0,108.0,118.0,107.467209,-6.844347,125000000.0
DISEWAKAN RUMAH FULL FURNISHED DI KOMPLEK PRATISTA BANDUNG,https://www.lamudi.co.id/disewakan-rumah-full-furnished-di-komplek-pratista-170124080651.html,2.0,1.0,1.0,112.0,82.0,107.66194,-6.92306,55000000.0
RUMAH SIAP HUNI KOMPLEK BALI GARDEN CITY CIGADUNG BANDUNG UTARA,https://www.lamudi.co.id/rumah-siap-huni-komplek-bali-garden-city-cigadung-169995096275.html,3.0,2.0,1.0,123.0,85.0,107.62472,-6.88056,55000000.0
Disewa Rumah Minimalis Modern Siap Huni di Puri Dago Mas Antapani ,https://www.lamudi.co.id/disewa-rumah-minimalis-modern-siap-huni-di-puri-da-169398432481.html,2.0,1.0,1.0,147.0,75.0,107.66194,-6.92306,50000000.0
RUMAH BARU SIAP HUNI  BALI GARDEN CITY VIEW CIGADUNG BANDUNG UTARA,https://www.lamudi.co.id/rumah-baru-siap-huni-bali-garden-city-view-cigadun-170001460016.html,3.0,2.0,1.0,100.0,70.0,107.62472,-6.88056,50000000.0
Disewa Rumah Siap Huni Strategis di Taman Kopo Indah 1 Bandung,https://www.lamudi.co.id/disewa-rumah-siap-huni-strategis-di-taman-kopo-ind-170005314129.html,5.0,2.0,1.0,140.0,150.0,107.38028,-6.82167,50000000.0
Rumah Sejuk  disewakan di Pesona Bali,https://www.lamudi.co.id/rumah-sejuk-disewakan-di-pesona-bali-169545632493.html,2.0,2.0,1.0,100.0,50.0,107.577958,-6.745659,32000000.0
"Rumah di Kota Baru Parahyangan, Bandung Tempo Doloe ",https://www.lamudi.co.id/rumah-di-kota-baru-parahyangan-bandung-tempo-doloe-169571873985.html,5.0,1.0,1.0,560.0,350.0,28.0,20.0,140000000.0
Disewa Rumah Minimalis Siap Huni Furnished di Sayap Arcamanik Bandung,https://www.lamudi.co.id/disewa-rumah-minimalis-siap-huni-furnished-di-saya-169166081274.html,3.0,2.0,1.0,106.0,120.0,107.693391,-6.929506,48000000.0
Disewakan Rumah Siap Huni di Komplek Elite SInggasana Pradana Harga Ok,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-komplek-elite-singgas-16946773513.html,3.0,2.0,1.0,200.0,150.0,107.593915,-6.950059,75000000.0
Rumah Di Pasirkaliki - Henny,https://www.lamudi.co.id/rumah-di-pasirkaliki-henny-169572695713.html,2.0,2.0,,100.0,100.0,107.610171,-6.906996,72000000.0
Rumah Lama Bangunan Jaman Belanda - Henny,https://www.lamudi.co.id/rumah-lama-bangunan-jaman-belanda-henny-169572696140.html,1.0,1.0,1.0,562.0,450.0,107.60583,-6.90833,75000000.0
Rumah Di Pajajaran - Henny,https://www.lamudi.co.id/rumah-di-pajajaran-henny-169572696888.html,2.0,2.0,1.0,140.0,120.0,107.60583,-6.90833,125000000.0
sewa/Jual Rumah di sanggar Hurip Kota Bandung bisa untuk komersil ,https://www.lamudi.co.id/sewa-jual-rumah-di-sanggar-hurip-kota-bandung-bisa-169580041090.html,5.0,3.0,1.0,220.0,240.0,107.62444,-6.81167,50000000.0
"RUMAH TENGAH KOTA DI SAYAP PAJAJARAN BISA UNTUK USAHA, KANTOR ",https://www.lamudi.co.id/rumah-tengah-kota-di-sayap-pajajaran-bisa-untuk-us-169580102167.html,3.0,3.0,1.0,300.0,150.0,107.6212817,-6.9548746,120000000.0
RUMAH BARU SEMI FURNISH TATAR TARUBHAWANA KOTA BARU PARAHYANGAN,https://www.lamudi.co.id/rumah-baru-semi-furnish-tatar-tarubhawana-kota-bar-170151704513.html,3.0,2.0,1.0,126.0,120.0,107.46255678535,-6.8710259313609,75000000.0
RUMAH SIAP HUNI DI SUMARECON CLUSTER CYNTHIA BANDUNG TIMUR,https://www.lamudi.co.id/rumah-siap-huni-di-sumarecon-cluster-cynthia-bandu-169581223124.html,5.0,5.0,1.0,135.0,164.0,107.687404,-6.948904,70000000.0
Townhouse Dago Ciumbuleuit Bandung Full Furnished siap huni,https://www.lamudi.co.id/townhouse-dago-ciumbuleuit-bandung-full-furnished-169563890499.html,2.0,2.0,1.0,175.0,168.0,107.623445,-6.876258,144000000.0
Sewa Rumah Dago Babakan Sebrang Borma Dago 3 kamar tidak masuk mobil,https://www.lamudi.co.id/sewa-rumah-dago-babakan-sebrang-borma-dago-3-kamar-169563902746.html,3.0,1.0,1.0,50.0,50.0,107.623445,-6.876258,26000000.0
Disewa Rumah Terawat Nyaman di Kopo Permai Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-di-kopo-permai-bandung-16917541530.html,5.0,3.0,1.0,270.0,250.0,107.6535667,-6.9536868,42500000.0
Disewa Rumah Terawat Nyaman Lokasi Strategis di Kopo Permai Bandung,https://www.lamudi.co.id/disewa-rumah-terawat-nyaman-lokasi-strategis-di-ko-169165482848.html,5.0,3.0,1.0,270.0,250.0,107.6535667,-6.9536868,42500000.0
Disewa Rumah 2 Lantai Semi Furnished di Summarecon Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-semi-furnished-di-summarecon-16998820453.html,2.0,2.0,1.0,105.0,75.0,107.687404,-6.948904,50000000.0
Disewa Murah Pasadena Caringin Kota Bandung,https://www.lamudi.co.id/disewa-murah-pasadena-caringin-kota-bandung-169563879233.html,2.0,2.0,0.0,60.0,70.0,107.5925,-6.96194,25000000.0
Disewa Rumah 2 Lantai di Komplek Perumahan Melong Asih Regency,https://www.lamudi.co.id/disewa-rumah-2-lantai-di-komplek-perumahan-melong-16915885780.html,4.0,2.0,1.0,98.0,170.0,107.567388,-6.918269,65000000.0
"Rumah Disewakan Rumah Antapani Bandung
Timur",https://www.lamudi.co.id/rumah-disewakan-rumah-antapani-bandung-timur-16900924098.html,5.0,5.0,1.0,,100.0,107.66194,-6.92306,110000000.0
Rumah Siap Huni Kopo Katapang dekat Borma Katapang 10 menit Tol Soroja,https://www.lamudi.co.id/rumah-siap-huni-kopo-katapang-dekat-borma-katapang-169694070115.html,2.0,1.0,1.0,119.0,40.0,107.55333,-6.99917,23000000.0
DISEWAKAN RUMAH ELITE GATEWAY PASTEUR BANDUNG,https://www.lamudi.co.id/disewakan-rumah-elite-gateway-pasteur-bandung-170045764557.html,2.0,,,59.0,56.0,107.58729,-6.89423,70000000.0
Disewakan Rumah Minimalis Di Sayap Gegerkalong,https://www.lamudi.co.id/disewakan-rumah-minimalis-di-sayap-gegerkalong-170014062318.html,3.0,3.0,1.0,120.0,150.0,108.251589,-6.387806,60000000.0
"Rumah sewa murah siap huni, Taman Kopo Indah",https://www.lamudi.co.id/rumah-sewa-murah-siap-huni-taman-kopo-indah-170208504066.html,3.0,2.0,,135.0,90.0,107.38028,-6.82167,32000000.0
Disewakan Rumah Jl. Batununggal Mulia XI,https://www.lamudi.co.id/disewakan-rumah-jl-batununggal-mulia-xi-169941715248.html,2.0,2.0,1.0,126.0,100.0,107.64083,-6.93472,54000000.0
Rumah sewa KBP Unfurnish,https://www.lamudi.co.id/rumah-sewa-kbp-unfurnish-169942532758.html,5.0,4.0,1.0,264.0,140.0,107.467209,-6.844347,72000000.0
Disewakan Rumah Jl. Batununggal Mulia XII Bandung,https://www.lamudi.co.id/disewakan-rumah-jl-batununggal-mulia-xii-bandung-169941673485.html,2.0,2.0,1.0,84.0,60.0,107.64083,-6.93472,40000000.0
SEWA RUMAH MEKARWANGI,https://www.lamudi.co.id/sewa-rumah-mekarwangi-169876024054.html,2.0,1.0,1.0,120.0,75.0,107.61056,-6.95722,85000000.0
Rumah Turangga Siap Huni Lokasi Strategis,https://www.lamudi.co.id/rumah-turangga-siap-huni-lokasi-strategis-169626739721.html,5.0,2.0,1.0,168.0,185.0,107.623302,-6.907542,75000000.0
Disewa Rumah Bagus Nyaman dan Aman di Kota Bali Residence Bandung,https://www.lamudi.co.id/disewa-rumah-bagus-nyaman-dan-aman-di-kota-bali-re-169629674279.html,3.0,2.0,1.0,115.0,65.0,107.467209,-6.844347,38000000.0
DISEWAKAN Rumah Siap Huni TAMAN KOPO V,https://www.lamudi.co.id/disewakan-rumah-siap-huni-taman-kopo-v-169627130542.html,2.0,1.0,1.0,114.0,90.0,107.38028,-6.82167,40000000.0
Disewa Rumah Siap Huni Di Sompok Katapang,https://www.lamudi.co.id/disewa-rumah-siap-huni-di-sompok-katapang-170030738295.html,2.0,1.0,1.0,50.0,36.0,107.55333,-6.99917,11500000.0
Disewakan Rumah Siap Huni di Cicaheum Bandung Kota Harga Terbaik,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-cicaheum-bandung-kota-170028056185.html,2.0,1.0,1.0,72.0,60.0,107.6523,-6.90417,40000000.0
Disewa Rumah Dengan View Hijau di Resor Dago Pakar Bandung Utara,https://www.lamudi.co.id/disewa-rumah-dengan-view-hijau-di-resor-dago-pakar-170053122874.html,5.0,5.0,1.0,205.0,200.0,107.623445,-6.876258,150000000.0
"KOMP. CITRA GREEN DAGO, CIUMBULEUIT. SEWA RUMAH DI BANDUNG UTARA",https://www.lamudi.co.id/komp-citra-green-dago-ciumbuleuit-sewa-rumah-di-ba-169651023981.html,4.0,4.0,2.0,166.0,165.0,107.618573,-6.863551,100000000.0
Rumah Siap Huni di Blok Favourite Taman Kopo Indah III Posisi di Hoek,https://www.lamudi.co.id/rumah-siap-huni-di-blok-favourite-taman-kopo-indah-170045377364.html,2.0,,1.0,268.0,130.0,106.904854,-6.653733,40000000.0
Rumah Bukit Ligar Cipadung Raya,https://www.lamudi.co.id/rumah-bukit-ligar-cipadung-raya-168844998169.html,4.0,3.0,1.0,206.0,,107.54472,-7.19389,54000000.0
TURUN HRG    RUMAH KEMBAR TIMUR,https://www.lamudi.co.id/turun-hrg-rumah-kembar-timur-169959862558.html,4.0,3.0,1.0,166.0,260.0,107.61496,-6.94301,70000000.0
SEWA RUMAH MEKAR WANGI BAGUS TERAWAT,https://www.lamudi.co.id/sewa-rumah-mekar-wangi-bagus-terawat-169276491410.html,5.0,5.0,1.0,,270.0,107.61056,-6.95722,75000000.0
For Sale or Rent Rumah Minimalis Modern di Mekar Wangi,https://www.lamudi.co.id/for-sale-or-rent-rumah-minimalis-modern-di-mekar-w-169243964133.html,4.0,4.0,1.0,170.0,,107.61056,-6.95722,90000000.0
For Rent Rumah Minimalis 2 Lantai di Setra Duta,https://www.lamudi.co.id/for-rent-rumah-minimalis-2-lantai-di-setra-duta-169220133027.html,5.0,3.0,1.0,144.0,200.0,107.607608,-6.890485,80000000.0
Rumah Baru Minimalis Di TKI Taman Kopo Indah Bandung,https://www.lamudi.co.id/rumah-baru-minimalis-di-tki-taman-kopo-indah-bandu-170055746823.html,2.0,1.0,1.0,126.0,100.0,106.904854,-6.653733,47500000.0
Disewa Rumah Baru di Kopo Katapang,https://www.lamudi.co.id/disewa-rumah-baru-di-kopo-katapang-170057390073.html,,1.0,1.0,84.0,48.0,107.56791240933,-6.996536390363,27500000.0
Disewakan Rumah Siap Huni Di Komplek Sukaluyu,https://www.lamudi.co.id/disewakan-rumah-siap-huni-di-komplek-sukaluyu-169668406220.html,4.0,4.0,1.0,300.0,200.0,107.62472,-6.88056,93000000.0
Disewakan Rumah Furnished Di Cluster Mekarwangi,https://www.lamudi.co.id/disewakan-rumah-furnished-di-cluster-mekarwangi-169668407727.html,5.0,5.0,1.0,232.0,270.0,107.603137,-6.930876,75000000.0
FOR RENT / SALE rumah sekitar malabat-lodaya,https://www.lamudi.co.id/for-rent-sale-rumah-sekitar-malabat-lodaya-170062547679.html,3.0,3.0,1.0,190.0,170.0,107.638056,-7.129722,75000000.0
Disewa Rumah Taman Kopo Indah Bagus,https://www.lamudi.co.id/disewa-rumah-taman-kopo-indah-bagus-170019669749.html,3.0,1.0,1.0,153.0,55.0,107.55456669633,-6.9659802346087,37000000.0
Rumah Murah di Bandung,https://www.lamudi.co.id/rumah-murah-di-bandung-169626469263.html,2.0,1.0,1.0,102.0,59.0,107.673723,-6.865044,35000000.0
"Rumah Terusan Sutami, 2Lantai Bagus, SHM, Dekat Maranatha dan Pasteur",https://www.lamudi.co.id/rumah-terusan-sutami-2lantai-bagus-shm-dekat-maran-169684718280.html,3.0,3.0,1.0,165.0,180.0,107.58667,-6.89833,75000000.0
Disewakan rumah baru pusat kota,https://www.lamudi.co.id/disewakan-rumah-baru-pusat-kota-169684725357.html,,,2.0,100.0,,107.626978,-6.929357,85000000.0
Disewa Rumah Minimalis Siap Huni di Setraduta,https://www.lamudi.co.id/disewa-rumah-minimalis-siap-huni-di-setraduta-169685272453.html,3.0,3.0,2.0,235.0,250.0,107.6212817,-6.9548746,125000000.0
DISEWAKAN RUMAH BTRI SEMI FURNISH UPGRADE SUMMARECON BANDUNG,https://www.lamudi.co.id/disewakan-rumah-btri-semi-furnish-upgrade-summarec-16944135544.html,3.0,2.0,1.0,180.0,154.0,107.68976,-6.95667,120000000.0
Rumah minimalis 2 lantai siap pakai dalam cluster Antapani,https://www.lamudi.co.id/rumah-minimalis-2-lantai-siap-pakai-dalam-cluster-169292425965.html,3.0,2.0,1.0,105.0,170.0,107.66194,-6.92306,50000000.0
Disewa Rumah 2 Lantai Minimalis & Asri di Podomoro Park Bandung,https://www.lamudi.co.id/disewa-rumah-2-lantai-minimalis-asri-di-podomoro-p-169284900491.html,4.0,4.0,1.0,126.0,127.0,107.62444,-6.81167,85000000.0
Rumah Skandinavian di Sayap Dago Bandung ,https://www.lamudi.co.id/rumah-skandinavian-di-sayap-dago-bandung-169514219597.html,2.0,2.0,1.0,132.0,90.0,107.623445,-6.876258,60000000.0
Rumah Batununggal,https://www.lamudi.co.id/rumah-batununggal-169528934250.html,3.0,2.0,1.0,162.0,106.0,107.6212817,-6.9548746,55000000.0
